Booking_ID,Hotel_Type,Hotel_Location,Booking_Date,Arrival_Date,Lead_Time_Days,Weekend_Nights,Weekday_Nights,Adults,Children,Babies,Country,Market_Segment,Distribution_Channel,Is_Repeated_Guest,Previous_Cancellations,Previous_Bookings,Room_Type_Reserved,Room_Type_Assigned,Booking_Changes,Deposit_Type,Agent_ID,Company_ID,Days_In_Waiting_List,Customer_Type,Meal_Type,Total_Nights,ADR,Required_Car_Parking_Spaces,Total_Special_Requests,Satisfaction_Score,Reservation_Status,Is_Canceled,Reservation_Status_Date,Estimated_Revenue,Arrival_Year,Arrival_Month,Arrival_Month_Name,Total_Guests,Revenue_per_Night,Booking_Year,Lead_Time_Days_Outlier,Total_Nights_Outlier,ADR_Outlier,Estimated_Revenue_Outlier,Days_In_Waiting_List_Outlier,Satisfaction_Score_Outlier
HTL023259,Resort Hotel,Bali,2024-08-12,2024-10-09,58,1,0,2,0.0,0,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,47.0,Unknown,3,Contract,FB,1,243.75,0,0,2.8,Check-Out,0,2024-10-09,243.75,2024,10,October,2.0,243.75,2024,False,False,False,False,True,True
HTL002427,City Hotel,London,2025-11-04,2026-01-04,61,2,2,2,0.0,0,DNK,Online TA,TA/TO,1,0,3,E,E,0,No Deposit,68.0,Unknown,0,Transient-Party,FB,4,95.43,0,0,4.12,Check-Out,0,2026-01-07,381.7,2026,1,January,2.0,95.425,2025,False,False,False,False,False,False
HTL016138,City Hotel,Amsterdam,2024-05-23,2024-08-22,91,2,2,2,0.0,0,GBR,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,86.0,Unknown,0,Group,Undefined,4,99.18,0,0,3.82,Canceled,1,2024-08-26,396.71,2024,8,August,2.0,99.1775,2024,False,False,False,False,False,False
HTL003312,City Hotel,London,2025-03-10,2025-12-25,290,1,3,3,0.0,0,NOR,Online TA,TA/TO,0,0,0,C,C,0,Non Refund,Unknown,Unknown,0,Transient-Party,SC,4,134.28,0,1,4.59,Canceled,1,2025-12-27,537.11,2025,12,December,3.0,134.2775,2025,False,False,False,False,False,False
HTL015671,Resort Hotel,Goa,2025-03-24,2025-06-26,94,3,1,3,3.0,0,USA,Corporate,Corporate,0,0,0,G,G,0,No Deposit,2.0,1085.0,1,Group,BB,4,245.73,0,1,3.88,Canceled,1,2025-06-26,982.94,2025,6,June,6.0,245.735,2025,False,False,False,False,False,False
HTL024029,Resort Hotel,Goa,2024-06-07,2025-02-28,266,1,0,2,0.0,0,BRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,114.0,Unknown,0,Contract,Undefined,1,158.23,0,0,4.61,Canceled,1,2025-02-28,158.23,2025,2,February,2.0,158.23,2024,False,False,False,False,False,False
HTL012694,Resort Hotel,Algarve,2024-03-02,2025-01-27,331,2,1,2,1.0,0,NOR,Online TA,TA/TO,0,0,0,E,G,1,No Deposit,176.0,Unknown,0,Contract,Undefined,3,141.69,0,2,3.66,Canceled,1,2025-01-28,425.06,2025,1,January,3.0,141.68666666666667,2024,False,False,False,False,False,False
HTL022429,City Hotel,Dubai,2024-06-09,2024-07-16,37,0,6,2,0.0,0,NOR,Offline TA/TO,TA/TO,1,0,4,H,H,0,No Deposit,126.0,Unknown,0,Contract,SC,6,174.17,1,1,3.94,Canceled,1,2024-07-20,1045.01,2024,7,July,2.0,174.16833333333332,2024,False,False,False,False,False,False
HTL005027,City Hotel,Dubai,2025-05-07,2025-06-26,50,1,3,2,0.0,0,CHN,Online TA,TA/TO,1,1,10,D,D,0,Non Refund,20.0,Unknown,3,Group,HB,4,132.96,0,1,3.77,No-Show,1,2025-06-28,531.86,2025,6,June,2.0,132.965,2025,False,False,False,False,True,False
HTL017847,City Hotel,Lisbon,2025-07-15,2026-06-27,347,3,3,4,1.0,1,NOR,Offline TA/TO,TA/TO,0,0,0,E,E,3,No Deposit,142.0,Unknown,0,Group,HB,6,154.2,0,1,3.8,Canceled,1,2026-06-28,925.18,2026,6,June,6.0,154.19666666666666,2025,False,False,False,False,False,False
HTL011811,City Hotel,Lisbon,2025-09-23,2026-05-24,243,3,3,3,0.0,0,USA,Online TA,TA/TO,1,0,5,G,G,1,Non Refund,16.0,Unknown,0,Transient-Party,BB,6,141.35,0,1,4.23,Canceled,1,2026-05-29,848.08,2026,5,May,3.0,141.34666666666666,2025,False,False,False,False,False,False
HTL017841,Resort Hotel,Phuket,2025-09-20,2026-08-29,343,3,1,3,0.0,0,IND,Online TA,TA/TO,0,0,0,G,F,1,Non Refund,48.0,Unknown,0,Transient,HB,4,223.52,0,0,4.71,No-Show,1,2026-08-30,894.06,2026,8,August,3.0,223.515,2025,False,False,False,False,False,False
HTL023141,City Hotel,London,2025-10-13,2026-06-19,249,0,6,4,0.0,0,PRT,Offline TA/TO,TA/TO,0,0,0,C,F,0,No Deposit,169.0,Unknown,0,Transient-Party,SC,6,114.79,0,0,3.78,Check-Out,0,2026-06-25,688.76,2026,6,June,4.0,114.79333333333334,2025,False,False,False,False,False,False
HTL016379,City Hotel,Barcelona,2024-06-08,2025-04-29,325,1,3,3,0.0,0,AUS,Groups,Direct,0,0,0,E,E,0,Non Refund,133.0,1043.0,7,Contract,Undefined,4,145.24,0,1,3.61,Canceled,1,2025-04-30,580.96,2025,4,April,3.0,145.24,2024,False,False,False,False,True,False
HTL005137,Resort Hotel,Maldives,2025-08-27,2025-10-14,48,1,3,3,0.0,0,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,76.0,Unknown,0,Transient-Party,FB,4,127.23,0,0,3.31,Check-Out,0,2025-10-18,508.91,2025,10,October,3.0,127.2275,2025,False,False,False,False,False,False
HTL016911,Resort Hotel,Algarve,2024-05-28,2024-06-14,17,1,7,2,3.0,0,ARE,Online TA,TA/TO,0,0,0,F,F,0,Non Refund,118.0,Unknown,0,Contract,HB,8,270.22,0,3,3.6,Canceled,1,2024-06-20,2161.77,2024,6,June,5.0,270.22125,2024,False,False,True,True,False,False
HTL014387,City Hotel,London,2025-06-27,2025-09-16,81,2,0,1,2.0,0,Unknown,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,98.0,Unknown,0,Contract,SC,2,75.94,0,0,4.34,Check-Out,0,2025-09-17,151.87,2025,9,September,3.0,75.935,2025,False,False,False,False,False,False
HTL018605,Resort Hotel,Phuket,2024-08-27,2025-02-10,167,3,0,2,0.0,0,CHN,Offline TA/TO,TA/TO,0,0,0,A,A,3,No Deposit,94.0,Unknown,0,Group,HB,3,101.61,0,1,4.18,Canceled,1,2025-02-12,304.83,2025,2,February,2.0,101.61,2024,False,False,False,False,False,False
HTL007639,City Hotel,London,2024-08-19,2025-07-03,318,1,1,2,3.0,0,IRL,Online TA,TA/TO,0,0,0,F,D,0,Non Refund,129.0,Unknown,0,Group,BB,2,150.84,0,1,3.55,Canceled,1,2025-07-05,301.69,2025,7,July,5.0,150.845,2024,False,False,False,False,False,False
HTL021112,City Hotel,London,2025-12-25,2026-05-15,141,1,0,2,2.0,1,SWE,Online TA,TA/TO,0,0,0,G,G,1,Refundable,155.0,Unknown,0,Transient-Party,HB,1,163.14,0,1,3.51,Check-Out,0,2026-05-16,163.14,2026,5,May,5.0,163.14,2025,False,False,False,False,False,False
HTL011734,City Hotel,Lisbon,2025-05-27,2026-03-20,297,2,2,2,0.0,0,DNK,Corporate,Corporate,0,0,0,D,D,0,Non Refund,71.0,1102.0,0,Transient,FB,4,74.53,0,0,3.94,No-Show,1,2026-03-20,298.13,2026,3,March,2.0,74.5325,2025,False,False,False,False,False,False
HTL002800,Resort Hotel,Phuket,2024-07-03,2024-10-03,92,1,0,2,0.0,0,CHN,Offline TA/TO,TA/TO,1,0,4,B,B,2,No Deposit,156.0,Unknown,0,Group,BB,1,149.82,0,2,3.88,Canceled,1,2024-10-04,149.82,2024,10,October,2.0,149.82,2024,False,False,False,False,False,False
HTL008551,City Hotel,Amsterdam,2025-10-18,2026-09-06,323,0,2,2,0.0,0,JPN,Direct,Direct,1,0,7,B,B,0,No Deposit,72.0,Unknown,0,Transient-Party,FB,2,111.7,0,0,3.37,Canceled,1,2026-09-07,223.4,2026,9,September,2.0,111.7,2025,False,False,False,False,False,False
HTL016475,City Hotel,Barcelona,2025-03-07,2025-07-24,139,2,1,2,2.0,0,SAU,Online TA,Direct,0,0,0,C,C,0,No Deposit,8.0,Unknown,0,Transient,SC,3,134.83,0,1,3.63,Canceled,1,2025-07-26,404.5,2025,7,July,4.0,134.83333333333334,2025,False,False,False,False,False,False
HTL008244,Resort Hotel,Bali,2025-02-16,2025-09-16,212,0,6,2,0.0,0,CHE,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,135.0,Unknown,10,Contract,BB,6,180.64,0,1,3.98,Canceled,1,2025-09-18,1083.83,2025,9,September,2.0,180.63833333333332,2025,False,False,False,False,True,False
HTL013059,City Hotel,Amsterdam,2025-10-02,2026-04-10,190,3,2,3,1.0,0,POL,Direct,Direct,0,0,0,F,F,0,No Deposit,74.0,Unknown,3,Transient,FB,5,133.64,0,0,3.66,Check-Out,0,2026-04-15,668.2,2026,4,April,4.0,133.64000000000001,2025,False,False,False,False,True,False
HTL007936,Resort Hotel,Maldives,2025-06-01,2025-08-28,88,3,1,4,0.0,0,POL,Direct,Direct,0,0,0,G,B,2,No Deposit,103.0,Unknown,0,Contract,SC,4,269.46,0,0,3.97,Canceled,1,2025-08-30,1077.83,2025,8,August,4.0,269.4575,2025,False,False,True,False,False,False
HTL014469,City Hotel,Lisbon,2024-08-25,2025-06-29,308,0,7,1,0.0,0,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,127.0,Unknown,1,Group,BB,7,104.18,0,2,4.06,Canceled,1,2025-06-29,729.24,2025,6,June,1.0,104.17714285714285,2024,False,False,False,False,False,False
HTL009490,Resort Hotel,Goa,2024-05-09,2025-01-17,253,1,0,2,0.0,0,AUS,Online TA,TA/TO,0,0,0,F,F,1,Non Refund,15.0,Unknown,0,Transient,Undefined,1,163.28,0,3,4.25,Canceled,1,2025-01-18,163.28,2025,1,January,2.0,163.28,2024,False,False,False,False,False,False
HTL017324,Resort Hotel,Algarve,2025-07-19,2026-03-13,237,1,0,2,0.0,0,JPN,Direct,Direct,0,0,0,G,G,0,Non Refund,44.0,Unknown,0,Transient,FB,1,191.42,0,2,3.32,Canceled,1,2026-03-14,191.42,2026,3,March,2.0,191.42,2025,False,False,False,False,False,False
HTL004347,City Hotel,Dubai,2025-12-31,2026-04-26,116,3,0,3,0.0,0,SAU,Direct,Direct,0,0,0,D,D,0,No Deposit,141.0,Unknown,0,Transient-Party,Undefined,3,149.05,0,1,3.19,Canceled,1,2026-04-29,447.15,2026,4,April,3.0,149.04999999999998,2025,False,False,False,False,False,False
HTL014333,City Hotel,Barcelona,2025-08-02,2025-12-20,140,1,1,2,0.0,0,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,24.0,Unknown,0,Group,BB,2,116.09,0,0,3.71,Check-Out,0,2025-12-21,232.18,2025,12,December,2.0,116.09,2025,False,False,False,False,False,False
HTL006334,City Hotel,Amsterdam,2025-03-06,2025-08-04,151,1,0,4,0.0,0,IND,Corporate,Corporate,1,0,9,B,B,2,Non Refund,94.0,1094.0,3,Group,Undefined,1,83.99,0,0,3.94,Canceled,1,2025-08-05,83.99,2025,8,August,4.0,83.99,2025,False,False,False,False,True,False
HTL015408,City Hotel,Lisbon,2024-05-07,2024-09-04,120,1,0,1,0.0,0,BRA,Groups,Direct,0,0,0,H,H,1,Non Refund,57.0,Unknown,0,Contract,SC,1,161.54,0,1,3.33,Canceled,1,2024-09-04,161.54,2024,9,September,1.0,161.54,2024,False,False,False,False,False,False
HTL006212,Resort Hotel,Algarve,2025-01-30,2025-03-28,57,1,5,3,0.0,0,BEL,Online TA,TA/TO,0,0,0,C,C,0,Non Refund,87.0,Unknown,0,Transient,Undefined,6,91.05,0,0,4.11,Canceled,1,2025-04-01,546.31,2025,3,March,3.0,91.05166666666666,2025,False,False,False,False,False,False
HTL024684,Resort Hotel,Bali,2025-01-07,2025-09-15,251,2,7,2,0.0,0,GBR,Online TA,TA/TO,0,0,0,G,B,0,Non Refund,119.0,Unknown,0,Transient,HB,9,212.62,0,1,4.06,Canceled,1,2025-09-23,1913.56,2025,9,September,2.0,212.61777777777777,2025,False,False,False,True,False,False
HTL016875,Resort Hotel,Goa,2024-02-02,2024-12-20,322,2,6,2,1.0,0,NLD,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,73.0,Unknown,14,Group,Undefined,8,161.82,0,0,3.92,Canceled,1,2024-12-27,1294.6,2024,12,December,3.0,161.825,2024,False,False,False,False,True,False
HTL005197,City Hotel,Dubai,2025-04-14,2025-08-25,133,1,0,2,1.0,0,CHE,Online TA,TA/TO,0,0,0,C,C,1,Non Refund,98.0,Unknown,0,Transient-Party,BB,1,125.9,0,0,3.0,Canceled,1,2025-08-25,125.9,2025,8,August,3.0,125.9,2025,False,False,False,False,False,False
HTL006062,City Hotel,Dubai,2024-03-05,2025-02-18,350,1,3,2,0.0,0,IND,Corporate,Corporate,0,0,0,C,C,0,No Deposit,148.0,1016.0,0,Transient-Party,HB,4,75.22,0,0,3.37,Canceled,1,2025-02-21,300.89,2025,2,February,2.0,75.2225,2024,False,False,False,False,False,False
HTL009587,City Hotel,Amsterdam,2024-07-10,2024-09-11,63,0,1,2,1.0,0,SAU,Direct,Direct,0,0,0,F,F,1,Non Refund,8.0,Unknown,0,Group,Undefined,1,123.39,0,2,3.86,Canceled,1,2024-09-11,123.39,2024,9,September,3.0,123.39,2024,False,False,False,False,False,False
HTL014805,City Hotel,London,2025-05-30,2026-01-28,243,1,4,2,1.0,0,JPN,Online TA,TA/TO,0,0,0,D,D,1,Non Refund,73.0,Unknown,0,Transient,BB,5,103.94,0,1,3.88,No-Show,1,2026-01-29,519.71,2026,1,January,3.0,103.94200000000001,2025,False,False,False,False,False,False
HTL009728,City Hotel,Barcelona,2025-09-16,2026-05-07,233,1,1,2,0.0,0,USA,Corporate,Corporate,1,0,5,G,G,0,No Deposit,75.0,1109.0,14,Transient-Party,SC,2,135.1,0,2,3.85,Canceled,1,2026-05-08,270.2,2026,5,May,2.0,135.1,2025,False,False,False,False,True,False
HTL001874,City Hotel,London,2025-02-15,2025-04-16,60,3,2,2,1.0,0,ESP,Offline TA/TO,TA/TO,0,0,0,E,D,0,No Deposit,25.0,Unknown,3,Contract,HB,5,91.94,0,1,3.34,Canceled,1,2025-04-21,459.69,2025,4,April,3.0,91.938,2025,False,False,False,False,True,False
HTL020575,Resort Hotel,Algarve,2025-10-01,2026-08-12,315,1,0,3,0.0,0,GBR,Online TA,TA/TO,0,0,0,F,F,1,Non Refund,64.0,Unknown,30,Transient-Party,FB,1,227.67,0,4,2.72,Canceled,1,2026-08-12,227.67,2026,8,August,3.0,227.67,2025,False,False,False,False,True,True
HTL017296,City Hotel,Barcelona,2025-01-15,2025-06-16,152,1,2,2,0.0,0,BRA,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,41.0,Unknown,0,Transient-Party,SC,3,140.6,0,1,3.69,Canceled,1,2025-06-18,421.8,2025,6,June,2.0,140.6,2025,False,False,False,False,False,False
HTL005689,City Hotel,Lisbon,2024-04-20,2024-05-17,27,2,1,2,0.0,0,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,116.0,Unknown,0,Group,FB,3,85.78,0,2,3.84,Canceled,1,2024-05-20,257.34,2024,5,May,2.0,85.77999999999999,2024,False,False,False,False,False,False
HTL021805,City Hotel,Dubai,2025-04-22,2026-01-04,257,3,2,2,0.0,0,AUS,Online TA,TA/TO,1,1,12,G,A,0,Non Refund,78.0,Unknown,7,Group,SC,5,130.46,0,3,4.54,Canceled,1,2026-01-08,652.32,2026,1,January,2.0,130.464,2025,False,False,False,False,True,False
HTL007243,Resort Hotel,Algarve,2025-02-22,2025-03-01,7,1,3,1,1.0,0,BRA,Direct,Direct,0,0,0,B,G,0,No Deposit,138.0,Unknown,1,Transient,FB,4,131.75,0,1,3.95,Check-Out,0,2025-03-04,527.0,2025,3,March,2.0,131.75,2025,False,False,False,False,False,False
HTL005997,Resort Hotel,Bali,2025-03-25,2025-05-19,55,3,3,2,1.0,0,BRA,Direct,Direct,0,0,0,B,B,0,Non Refund,176.0,Unknown,2,Transient,Undefined,6,106.56,0,1,3.62,Check-Out,0,2025-05-22,639.33,2025,5,May,3.0,106.555,2025,False,False,False,False,False,False
HTL010172,City Hotel,Dubai,2024-09-08,2025-05-25,259,1,0,2,0.0,0,NOR,Online TA,TA/TO,0,0,0,H,H,0,Non Refund,106.0,Unknown,0,Group,FB,1,152.32,0,1,3.7,Canceled,1,2025-05-26,152.32,2025,5,May,2.0,152.32,2024,False,False,False,False,False,False
HTL021297,City Hotel,Dubai,2024-10-04,2025-05-14,222,3,2,2,0.0,0,POL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,16.0,Unknown,0,Transient-Party,Undefined,5,85.36,0,1,3.78,Check-Out,0,2025-05-15,426.79,2025,5,May,2.0,85.358,2024,False,False,False,False,False,False
HTL018159,City Hotel,Lisbon,2024-02-19,2025-01-01,317,3,2,2,1.0,0,FRA,Direct,Direct,1,0,8,B,B,0,Non Refund,123.0,Unknown,0,Transient-Party,FB,5,68.89,1,1,3.69,Canceled,1,2025-01-06,344.44,2025,1,January,3.0,68.888,2024,False,False,False,False,False,False
HTL005962,City Hotel,Amsterdam,2025-10-12,2026-02-23,134,0,4,2,1.0,0,SWE,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,103.0,Unknown,0,Transient,HB,4,68.82,0,1,3.56,Check-Out,0,2026-02-24,275.3,2026,2,February,3.0,68.825,2025,False,False,False,False,False,False
HTL022766,Resort Hotel,Goa,2025-08-21,2026-05-13,265,2,4,2,0.0,0,CHE,Online TA,TA/TO,0,0,0,D,D,1,Non Refund,121.0,Unknown,0,Transient,BB,6,152.46,0,1,3.77,Canceled,1,2026-05-16,914.77,2026,5,May,2.0,152.46166666666667,2025,False,False,False,False,False,False
HTL017280,Resort Hotel,Goa,2024-03-02,2025-02-07,342,0,5,3,0.0,0,CHE,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,127.0,Unknown,0,Group,SC,5,73.78,0,1,3.88,Canceled,1,2025-02-07,368.88,2025,2,February,3.0,73.776,2024,False,False,False,False,False,False
HTL005942,City Hotel,London,2024-11-27,2025-04-28,152,2,3,2,0.0,0,CHN,Corporate,Corporate,0,0,0,A,A,2,No Deposit,101.0,1098.0,2,Transient-Party,SC,5,86.32,0,0,3.57,Check-Out,0,2025-05-01,431.58,2025,4,April,2.0,86.316,2024,False,False,False,False,False,False
HTL002165,Resort Hotel,Phuket,2025-02-01,2025-10-26,267,0,1,1,1.0,0,USA,Offline TA/TO,TA/TO,0,0,0,E,E,0,Non Refund,96.0,Unknown,0,Contract,Undefined,1,164.27,0,0,3.58,Canceled,1,2025-10-26,164.27,2025,10,October,2.0,164.27,2025,False,False,False,False,False,False
HTL021603,City Hotel,Lisbon,2024-06-05,2024-12-01,179,2,0,4,0.0,0,AUS,Direct,Direct,1,0,9,D,D,0,Non Refund,98.0,Unknown,0,Transient-Party,SC,2,117.58,0,1,3.52,Canceled,1,2024-12-01,235.16,2024,12,December,4.0,117.58,2024,False,False,False,False,False,False
HTL010689,City Hotel,Barcelona,2025-12-26,2026-05-26,151,0,5,2,0.0,0,DEU,Direct,Direct,0,0,0,F,F,1,Non Refund,49.0,Unknown,0,Transient-Party,BB,5,142.03,0,2,3.28,Canceled,1,2026-05-27,710.14,2026,5,May,2.0,142.028,2025,False,False,False,False,False,False
HTL011585,City Hotel,Dubai,2024-03-29,2024-09-09,164,0,1,2,0.0,0,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,110.0,Unknown,0,Contract,BB,1,130.87,1,0,4.51,Check-Out,0,2024-09-10,130.87,2024,9,September,2.0,130.87,2024,False,False,False,False,False,False
HTL017239,Resort Hotel,Goa,2024-08-18,2025-02-09,175,1,0,4,2.0,0,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,127.0,Unknown,0,Contract,SC,1,168.53,0,2,4.06,Canceled,1,2025-02-10,168.53,2025,2,February,6.0,168.53,2024,False,False,False,False,False,False
HTL019866,City Hotel,Amsterdam,2025-02-26,2025-05-16,79,3,2,2,0.0,0,ITA,Offline TA/TO,TA/TO,0,0,0,C,C,3,Refundable,113.0,Unknown,0,Transient-Party,BB,5,98.39,0,0,3.38,Canceled,1,2025-05-17,491.95,2025,5,May,2.0,98.39,2025,False,False,False,False,False,False
HTL022654,City Hotel,Dubai,2024-02-09,2024-04-01,52,0,1,2,0.0,0,SAU,Online TA,TA/TO,0,0,0,E,E,2,Non Refund,104.0,Unknown,3,Group,SC,1,111.93,1,0,3.35,Canceled,1,2024-04-01,111.93,2024,4,April,2.0,111.93,2024,False,False,False,False,True,False
HTL008250,Resort Hotel,Algarve,2024-03-15,2024-05-16,62,0,1,2,1.0,0,FRA,Online TA,TA/TO,0,0,0,B,B,1,Non Refund,37.0,Unknown,0,Transient-Party,Undefined,1,151.08,0,0,3.3,Canceled,1,2024-05-16,151.08,2024,5,May,3.0,151.08,2024,False,False,False,False,False,False
HTL008627,Resort Hotel,Algarve,2025-03-13,2026-02-22,346,0,2,2,0.0,0,SAU,Direct,Direct,1,0,8,A,A,2,Non Refund,30.0,Unknown,7,Contract,FB,2,85.64,0,1,3.34,Canceled,1,2026-02-23,171.28,2026,2,February,2.0,85.64,2025,False,False,False,False,True,False
HTL011320,Resort Hotel,Phuket,2025-12-19,2026-12-15,361,1,3,2,0.0,0,JPN,Direct,Direct,1,1,11,D,D,0,Non Refund,47.0,Unknown,0,Group,BB,4,205.82,2,1,4.66,Canceled,1,2026-12-17,823.27,2026,12,December,2.0,205.8175,2025,False,False,False,False,False,False
HTL009264,City Hotel,Dubai,2025-11-18,2026-01-25,68,1,3,2,0.0,0,BRA,Offline TA/TO,TA/TO,1,1,11,B,B,0,Non Refund,67.0,Unknown,0,Transient,Undefined,4,82.33,2,1,4.22,Canceled,1,2026-01-28,329.31,2026,1,January,2.0,82.3275,2025,False,False,False,False,False,False
HTL008592,Resort Hotel,Phuket,2024-04-07,2024-12-13,250,0,3,2,1.0,0,ARE,Online TA,TA/TO,0,0,0,G,G,2,Non Refund,139.0,Unknown,0,Group,FB,3,266.76,1,1,3.64,Canceled,1,2024-12-13,800.28,2024,12,December,3.0,266.76,2024,False,False,True,False,False,False
HTL003080,City Hotel,Barcelona,2024-10-04,2024-11-29,56,0,2,3,0.0,0,ESP,Online TA,TA/TO,0,0,0,G,D,1,Non Refund,119.0,Unknown,0,Transient-Party,FB,2,88.84,0,3,4.08,Canceled,1,2024-12-01,177.67,2024,11,November,3.0,88.835,2024,False,False,False,False,False,False
HTL023090,City Hotel,Amsterdam,2024-06-25,2025-02-26,246,0,2,3,1.0,0,CHN,Online TA,TA/TO,0,0,0,G,G,0,Non Refund,176.0,Unknown,0,Transient-Party,BB,2,139.19,0,2,3.67,Canceled,1,2025-02-26,278.39,2025,2,February,4.0,139.195,2024,False,False,False,False,False,False
HTL013418,City Hotel,London,2024-03-26,2024-04-20,25,1,7,2,0.0,0,DNK,Direct,Direct,0,0,0,D,D,0,No Deposit,141.0,Unknown,2,Contract,Undefined,8,99.8,0,0,3.42,Canceled,1,2024-04-24,798.42,2024,4,April,2.0,99.8025,2024,False,False,False,False,False,False
HTL008746,City Hotel,Dubai,2025-12-02,2026-10-28,330,2,2,3,2.0,0,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,Refundable,94.0,Unknown,0,Transient,Undefined,4,87.94,0,0,4.34,Canceled,1,2026-10-29,351.77,2026,10,October,5.0,87.9425,2025,False,False,False,False,False,False
HTL007412,City Hotel,Amsterdam,2024-01-08,2024-05-19,132,0,3,2,0.0,0,NLD,Corporate,Corporate,1,2,4,A,A,0,Non Refund,1.0,1062.0,0,Transient-Party,SC,3,62.78,0,0,3.98,Canceled,1,2024-05-20,188.33,2024,5,May,2.0,62.77666666666667,2024,False,False,False,False,False,False
HTL019770,City Hotel,London,2024-08-12,2025-01-28,169,1,4,2,0.0,0,AUS,Corporate,Corporate,1,0,10,H,H,2,Non Refund,149.0,1103.0,0,Transient,Undefined,5,116.74,3,1,4.2,Canceled,1,2025-02-01,583.7,2025,1,January,2.0,116.74000000000001,2024,False,False,False,False,False,False
HTL011742,City Hotel,London,2025-06-07,2026-03-06,272,3,2,3,2.0,0,Unknown,Online TA,TA/TO,0,0,0,G,F,2,Non Refund,80.0,Unknown,0,Contract,HB,5,143.99,2,2,4.09,Canceled,1,2026-03-11,719.94,2026,3,March,5.0,143.988,2025,False,False,False,False,False,False
HTL016119,City Hotel,Lisbon,2024-02-02,2024-06-13,132,0,8,2,0.0,0,DNK,Online TA,TA/TO,0,0,0,D,D,0,Non Refund,159.0,Unknown,5,Transient,Undefined,8,132.47,2,0,3.76,Canceled,1,2024-06-17,1059.73,2024,6,June,2.0,132.46625,2024,False,False,False,False,True,False
HTL018984,City Hotel,Barcelona,2025-11-05,2026-05-17,193,0,1,4,0.0,0,ARE,Direct,Direct,0,0,0,D,D,2,No Deposit,9.0,Unknown,0,Transient-Party,FB,1,87.45,0,2,3.53,Check-Out,0,2026-05-18,87.45,2026,5,May,4.0,87.45,2025,False,False,False,False,False,False
HTL004890,Resort Hotel,Bali,2024-02-12,2025-02-03,357,1,5,2,0.0,0,IND,Online TA,TA/TO,0,0,0,F,F,0,Non Refund,84.0,Unknown,0,Transient-Party,HB,6,136.14,1,1,4.36,Canceled,1,2025-02-05,816.86,2025,2,February,2.0,136.14333333333335,2024,False,False,False,False,False,False
HTL019778,City Hotel,Dubai,2024-02-22,2024-03-14,21,3,2,2,0.0,0,BEL,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,73.0,Unknown,0,Contract,BB,5,126.42,2,0,3.29,Check-Out,0,2024-03-17,632.11,2024,3,March,2.0,126.422,2024,False,False,False,False,False,False
HTL016605,City Hotel,Dubai,2025-10-25,2026-03-27,153,0,4,2,2.0,0,ITA,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,4.0,Unknown,5,Transient-Party,FB,4,44.82,0,2,4.39,Check-Out,0,2026-03-28,179.29,2026,3,March,4.0,44.8225,2025,False,False,False,False,True,False
HTL019788,Resort Hotel,Bali,2025-01-09,2025-06-21,163,3,5,2,2.0,0,CHN,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,36.0,Unknown,1,Transient,HB,8,129.58,0,0,3.58,Check-Out,0,2025-06-27,1036.67,2025,6,June,4.0,129.58375,2025,False,False,False,False,False,False
HTL007691,Resort Hotel,Unknown,2024-11-15,2025-01-16,62,2,4,4,0.0,0,DEU,Online TA,TA/TO,1,0,3,E,E,0,Non Refund,129.0,Unknown,30,Contract,BB,6,162.82,0,0,3.19,Canceled,1,2025-01-22,976.9,2025,1,January,4.0,162.81666666666666,2024,False,False,False,False,True,False
HTL011296,Resort Hotel,Algarve,2024-12-25,2025-09-19,268,3,3,2,0.0,0,CAN,Online TA,TA/TO,1,0,6,D,D,0,Non Refund,102.0,Unknown,0,Transient,HB,6,124.95,0,3,4.21,Canceled,1,2025-09-21,749.67,2025,9,September,2.0,124.945,2024,False,False,False,False,False,False
HTL002549,Resort Hotel,Phuket,2024-01-17,2024-04-30,104,0,6,3,0.0,0,ITA,Corporate,Corporate,0,0,0,H,H,1,No Deposit,178.0,1104.0,0,Contract,Undefined,6,224.06,0,0,3.27,Canceled,1,2024-05-02,1344.34,2024,4,April,3.0,224.05666666666664,2024,False,False,False,False,False,False
